素材ID,素材名称,主体,内容,类型,痛点,打点,打点分桶,呈现方式,演员,编导,后期,投放剪辑,制作月份,是否投放双开头,消耗,转化数,录入数,t0加微数,当月录入当月邀约数,当月录入当月初诊数,当月录入当月首付费数,当月录入当月付费金额,T0加微率,当月当期邀约率,当月当期到诊率,当月当期付费总金额,当月当期客单价,当月当期ROI
7628523245901971490,推送视频_2植发-边框剧情-雅婷智贺-舒曼-害怕（女性美学）（漂亮）（诊室）-艳秋-260414.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,雅婷|智贺,舒曼,艳秋,,202604,,2.41,0,0,0,0,0,0,0,,,,0,,0.00
7661887873026883599,8植发-剧情-豆豆MARC-舒曼-大花瓣（女性美学）（发际线下调）（诊室）-王磊-20260710.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼,王磊,,202607,,2.33,0,0,0,0,0,0,0,,,,0,,0.00
7659333359798288393,推送视频_5植发-剧情创新-齐政莱莱 -舒曼-小一圈（女性美学）（漂亮）（诊室）-王磊-20260701.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,王磊,,202607,,2.26,0,0,0,0,0,0,0,,,,0,,0.00
7661892629644509184,8植发-混剪-空空-价格-支付-空镜-刘超-爆上河-杨子贤-20260710.mp4,广州,植发,混剪,价格,,无,空镜,空空,刘超,,,202607,,2.24,0,0,0,0,0,0,0,,,,0,,0.00
7659338845084876815,推送视频_植发-混剪-空空-空镜-价格-技术-男医生-希琛-马亚书-260701.mp4,广州,植发,混剪,技术,医生,其他,空镜,空空,希琛,亚书,,202607,,2.21,0,0,0,0,0,0,0,,,,0,,0.00
7598548196994793535,推送视频_本地生活-6植发-实拍6-张艳秋-gzs-260120发际线设计（女性美学)(诊室)-260120.mp4,广州,植发,,设计,,无,诊室,,,艳秋,,202601,,1.56,0,0,0,0,0,0,0,,,,0,,0.00
7602139589520949257,推送视频_植发-剧情-万幸昊天-技术-诊室-王赫-偷偷（女）价格-张明辉-260113-260128.mp4,广州,植发,剧情,技术,,无,诊室,万幸|昊天,王赫,明辉|王赫,,202601,,1.52,0,0,0,0,0,0,0,,,,0,,0.00
7663422005166145571,1植发-口播创新-齐政莱莱 -舒曼-二十年前（女性美学）（发际线下调）（诊室）-汝春-2607-10-11-13-17.mp4,广州,植发,口播,女性美学,发际线下调,发际线下调,诊室,,舒曼,汝春,,202607,,1.49,0,0,0,0,0,0,0,,,,0,,0.00
7651452874707025958,推送视频_2植发-口播-朵拉广硕-效果-漂亮-诊室-王赫-没台词（女性）-时亿-260608.mp4,广州,植发,口播,效果,漂亮,其他,诊室,朵拉|广硕,王赫,时亿|王赫,,202606,,1.44,0,0,0,0,0,0,0,,,,0,,0.00
7649269429737619508,推送视频_2植发-剧情边框-亚堃丽娜-志松-做不了（方案）（经验）（诊室）-跃海-20260608.mp4,广州,植发,剧情,方案,经验,其他,诊室,丽娜,志松,跃海,,202606,,1.44,0,0,0,0,0,0,0,,,,0,,0.00
7661887721875947530,5植发-剧情创新-豆豆MARC-舒曼-20年（女性美学）（发际线下调）（诊室）-王磊-20260710.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼,王磊,,202607,,1.39,0,0,0,0,0,0,0,,,,0,,0.00
7651521654661365794,推送视频_5植发-剧情-圣男博洋-舒曼-偏高（女性美学）（漂亮）（诊室）-王磊-20260615.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,圣男,舒曼,王磊,,202606,,1.31,0,0,0,0,0,0,0,,,,0,,0.00
7659329485371818035,推送视频_植发-拼接-空空-价格-钱-空镜-王赫-打电话-WH-260703.mp4,广州,植发,,价格,钱,其他,空镜,空空,王赫,WH|王赫,,202607,,1.30,0,0,0,0,0,0,0,,,,0,,0.00
7620283604808499250,推送视频_17植发-口播-新瑜-价格-优势-诊室-王赫-再秃-马亚书-260318.mp4,广州,植发,口播,价格,优势,其他,诊室,新瑜,王赫,亚书|王赫,,202603,,1.29,0,0,0,0,0,0,0,,,,0,,0.00
7657826412674613257,3植发-剧情-小语延旭-志松海峰-旅游（女性美学）（漂亮）（诊室）-跃海-20260701,广州,植发,剧情,女性美学,漂亮,其他,诊室,,志松|海峰,跃海,,202607,1,1.14,0,0,0,0,0,0,0,,,,0,,0.00
7654413564170354715,推送视频_6植发-口播-圣男-志松-5次（女性美学）（漂亮）（诊室）-跃海-20260623.mp4,广州,植发,口播,女性美学,漂亮,其他,诊室,圣男,志松,跃海,,202606,,1.08,0,0,0,0,0,0,0,,,,0,,0.00
7647114596798316584,推送视频_植发-混剪-空空-技术-经验-空镜-王赫-对话5-WH-260601.mp4,广州,植发,混剪,技术,经验,其他,空镜,空空,王赫,WH|王赫,,202606,,1.01,0,0,0,0,0,0,0,,,,0,,0.00
7596165161355968554,0117-本地生活-植发-实拍脚本5-张艳秋-hx-1014-美学专项-种植密度-方案-251016.mp4,广州,植发,,方案,方案,方案,,,,艳秋,,202510,,1.00,0,0,0,0,0,0,0,,,,0,,0.00
7632206204972286004,推送视频_sy植发-混剪-女性美学-设计方案-志松-BLS长发-260421.mp4,广州,植发,混剪,方案,方案,方案,,,志松,,,202604,,0.92,0,0,0,0,0,0,0,,,,0,,0.00
7651521733801050154,推送视频_1植发-剧情创新-圣男博洋-舒曼-越密越好（女性美学）（漂亮）（诊室）-王磊-20260615.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,圣男,舒曼,王磊,,202606,,0.85,0,0,0,0,0,0,0,,,,0,,0.00
7636949275773796392,推送视频_6植发-剧情边框-昊天馨以-舒曼-花瓣形（女性美学）（漂亮）（诊室）-艳秋-260506.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,昊天,舒曼,艳秋,,202605,,0.83,0,0,0,0,0,0,0,,,,0,,0.00
7620283196489154569,推送视频_16植发-口播-蛋黄-价格-钱-诊室-刘超-头发-马亚书-260320.mp4,广州,植发,口播,价格,钱,其他,诊室,蛋黄,刘超,亚书,,202603,,0.78,0,0,0,0,0,0,0,,,,0,,0.00
7659339333291376666,推送视频_植发-混剪-空空-设计-支付-空镜-刘超-爆注-马亚书-260701.mp4,广州,植发,混剪,设计,,无,空镜,空空,刘超,亚书,,202607,,0.75,0,0,0,0,0,0,0,,,,0,,0.00
7661887869560995886,4植发-剧情-豆豆MARC-舒曼-不够（女性美学）（发际线下调）（诊室）王磊-20260710.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼,王磊,,202607,,0.66,0,0,0,0,0,0,0,,,,0,,0.00
7663421957556371510,3植发-混剪-空空-舒曼-绒毛感（女性美学）（优势）（空镜）-汝春-260710.mp4,广州,植发,混剪,女性美学,优势,其他,空镜,空空,舒曼,汝春,,202607,,0.65,0,0,0,0,0,0,0,,,,0,,0.00
7651521557596586035,推送视频_2植发-剧情-圣男博洋-舒曼-美人尖（女性美学）（漂亮）（诊室）-王磊20260615.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,圣男,舒曼,王磊,,202606,,0.59,0,0,0,0,0,0,0,,,,0,,0.00
7662979517385916442,4植发-剧情创新-冰冰MARC-志松-（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-15.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,MARC,志松,跃海,,202607,,0.52,0,0,0,0,0,0,0,,,,0,,0.00
7660336540991995967,11植发-剧情创新-圣男博洋-舒曼-预算（女性美学）（漂亮）（诊室）-跃海-20260707.mp4,深圳,植发,剧情,女性美学,漂亮,其他,诊室,圣男,舒曼,跃海,,202607,,0.50,0,0,0,0,0,0,0,,,,0,,0.00
7657743053809893417,17植发-口播-瑞华-技术-优势-诊室-希琛-腾讯AI自测脱发困扰-石帅-20260629.mp4,广州,植发,口播,技术,优势,其他,诊室,瑞华,希琛,,,202606,,0.47,0,0,0,0,0,0,0,,,,0,,0.00
7591403471406956571,推送视频_W改-植发-实拍脚本5-张艳秋-hx-260104.mp4,广州,植发,,,,无,,,,艳秋,,202601,,0.47,0,0,0,0,0,0,0,,,,0,,0.00
7663422525591535650,2植发-混剪-空空-舒曼-见识（女性美学）（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,广州,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,舒曼,汝春,,202607,,0.47,0,0,0,0,0,0,0,,,,0,,0.00
7636949146323206153,推送视频_11植发-剧情边框-昊天馨以-舒曼-低点（女性美学）（漂亮）（诊室）-艳秋-260506.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,昊天,舒曼,艳秋,,202605,,0.46,0,0,0,0,0,0,0,,,,0,,0.00
7660119545173098559,7植发-剧情-圣男智贺-价格-钱-前台-希琛-起量5年-王磊-0703.mp4,广州,植发,剧情,价格,钱,其他,前台,圣男|智贺,希琛,王磊,,200703,,0.42,0,0,0,0,0,0,0,,,,0,,0.00
7663422523281752105,3植发-混剪-空空-舒曼-活动（女性美学）（发际线下调）（优势）（空镜）-汝春-（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,广州,植发,混剪,女性美学,优势,其他,空镜,空空,舒曼,汝春,,202607,,0.41,0,0,0,0,0,0,0,,,,0,,0.00
7663421957405458472,1植发-混剪-空空-舒曼-花瓣形（女性美学）（发际线下调）（画线）（空镜-汝春-260713.mp4,广州,植发,混剪,女性美学,画线,其他,空镜,空空,舒曼,汝春,,202607,,0.37,0,0,0,0,0,0,0,,,,0,,0.00
7599923491647586314,推送视频_本地生活-女性美学-实拍3-crc-志松-260119（诊室面诊）-260121.mp4,广州,,,女性美学,,无,诊室,,志松,,,202601,,0.31,0,0,0,0,0,0,0,,,,0,,0.00
7630705055050465314,推送视频_2植发-混剪-空空-舒曼-左右（女性美学）（漂亮）（空镜）-王磊-20260416.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,王磊,,202604,,0.27,0,0,0,0,0,0,0,,,,0,,0.00
7644381466765148166,推送视频_4植发-剧情-瑞华安子-志松-有消息（女性美学）（技术）（诊室）-跃海-20260601-广审版.mp4,广州,植发,剧情,技术,,无,诊室,瑞华,志松,跃海,,202606,,0.27,0,0,0,0,0,0,0,,,,0,,0.00
7625938478623834164,SY改广植发-剧情-丽娜田涛-设计-诊室-刘超-女性算毛囊咨询-260107-260407.mp4,广州,植发,剧情,设计,,无,诊室,丽娜|田涛,刘超,,SY,202604,,0.25,0,0,0,0,0,0,0,,,,0,,0.00
7659329508000088114,推送视频_植发-拼接-空空-技术-经验-空镜-王赫-躺下2-WH-260703.mp4,广州,植发,,技术,经验,其他,空镜,空空,王赫,WH|王赫,,202607,,0.19,0,0,0,0,0,0,0,,,,0,,0.00
7657906532172333082,29植发-剧情-圣男欣童-效果-钱-诊室-希琛-起量画好了-时亿-260701.mp4,广州,植发,剧情,效果,钱,其他,诊室,圣男|欣童,希琛,时亿,,202607,,0.17,0,0,0,0,0,0,0,,,,0,,0.00
7628523229746233394,推送视频_10植发-边框剧情-圣男广硕-舒曼-510（价格）（对比）（大厅）-艳秋-26414.mp4,广州,植发,剧情,价格,对比,其他,大厅,圣男|广硕,舒曼,艳秋,,,,0.16,0,0,0,0,0,0,0,,,,0,,0.00
7629277370856456243,推送视频_2植发-混剪-圣男智贺-舒曼-羡慕（女性美学）（漂亮）（空镜）-跃海-260416-广审版.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,圣男|智贺,舒曼,跃海,,202604,,0.12,0,0,0,0,0,0,0,,,,0,,0.00
7657906488413896730,29植发-剧情-圣男欣童-技术-售后-诊室-王赫-几千-时亿-260701.mp4,广州,植发,剧情,技术,售后,其他,诊室,圣男|欣童,王赫,时亿|王赫,,202607,,0.11,0,0,0,0,0,0,0,,,,0,,0.00
7632919585019052070,推送视频_20植发-剧情-丽娜田涛-设计-画线-诊室-刘超-女算毛囊-时亿-260422(1).mp4,广州,植发,剧情,设计,画线,其他,诊室,丽娜|田涛,刘超,时亿,,202604,,0.09,0,0,0,0,0,0,0,,,,0,,0.00
7663422535826227236,4植发-混剪-空空-舒曼-猫耳朵（女性美学）（发际线下调）（优势）（空镜-汝春-（发际线下调）（空镜）-汝春-2607-10-11-13-17.mp4,广州,植发,混剪,女性美学,优势,其他,空镜,空空,舒曼,汝春,,202607,,0.07,0,0,0,0,0,0,0,,,,0,,0.00
7657826410120249394,1植发-口播创新-延旭 -志松-二十年前（女性美学）（优势）（诊室）-跃海-20260701,广州,植发,口播,女性美学,优势,其他,诊室,,志松,跃海,,202607,,0.06,0,0,0,0,0,0,0,,,,0,,0.00
7636642604082331667,推送视频_4植发-口播创新-昊天馨以-舒曼-差别（创新）（女性美学）（漂亮）（空镜）-艳秋-260506.mp4,广州,植发,口播,女性美学,漂亮,其他,空镜,昊天,舒曼,艳秋,,202605,,0.05,0,0,0,0,0,0,0,,,,0,,0.00
7646295660682215487,推送视频_26植发-剧情-丽娜昊天-价格-支付-诊室-刘超-要花-时亿-260601.mp4,广州,植发,剧情,价格,,无,诊室,丽娜|昊天,刘超,时亿,,202606,,0.05,0,0,0,0,0,0,0,,,,0,,0.00
7660365378192588815,12-2植发-剧情-齐政莱莱 -舒曼-满意（女性美学）（漂亮）（诊室）-李铁良-20260708.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,铁良,,202607,,0.04,0,0,0,0,0,0,0,,,,0,,0.00
7628520902233686016,推送视频_2植发-剧情-雅婷智贺-舒曼-害怕（女性美学）（漂亮）（诊室）-艳秋-260414.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,雅婷|智贺,舒曼,艳秋,,202604,,0.01,0,0,0,0,0,0,0,,,,0,,0.00
7630705039915270178,推送视频_1植发-混剪-空空-舒曼-喜欢（女性美学）（漂亮）（空镜）-王磊-20260416.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,王磊,,202604,,0.01,0,0,0,0,0,0,0,,,,0,,0.00
7580288457307570191,推送视频_改广-19-3周-王舒曼-510-19-李子剑-混剪(3).mp4,广州,,混剪,,,无,,,舒曼,子剑,,,,0.00,0,0,0,0,0,0,0,,,,0,,
